City,Source,Title (TR),Title (EN),Category,Area,Description (TR),Description (EN),Price,Rating,Review Count,Image URL
Madrid,OTA,Museo Lázaro Galdiano,Lazaro Galdiano Museum,Müze,Salamanca,"Şık bir malikane içinde yer alan, nadide takılardan Goya tablolarına kadar binlerce eserin sergilendiği gizli bir sanat hazinesi.","A hidden gem set in a stately mansion, showcasing the eclectic private collection of José Lázaro Galdiano, including works by Goya and Bosch.",medium,4.7,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/museo_lazaro_galdiano.jpg
Madrid,OTA,Museo Nacional de Antropología,National Museum of Anthropology,Müze,Retiro,Beş kıtadan gelen etnografik ve biyolojik koleksiyonlarla insanlık tarihine ve farklı kültürlere ışık tutan İspanya'nın ilk antropoloji müzesi.,"The first anthropology museum in Spain, offering a fascinating global view of different cultures through ethnographic and biological collections.",low,4.4,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/museo_nacional_de_antropologia.jpg
Madrid,OTA,Museo Naval de Madrid,Naval Museum of Madrid,Müze,Retiro / Centro,"İspanyol denizcilik tarihinin muazzam bir koleksiyonu. Antik haritalar, gemi modelleri ve denizcilik aletleriyle dolu etkileyici bir müze.","Chronicling Spain's rich maritime history, this museum features an incredible collection of ship models and the world's oldest map of the Americas.",low,4.7,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/museo_naval_de_madrid.jpg
Madrid,OTA,Museo Sorolla,Museo Sorolla,Müze,Chamberí,"Sanat ve tarih meraklılarının uğrak noktası Museo Sorolla, Chamberí'nın en prestijli müzelerinden biri olarak öne çıkıyor. Özenle düzenlenmiş koleksiyonu, dönemsel sergiler ve son teknoloji sunum yöntemleriyle ziyaretçilerine unutulmaz bir deneyim vaat ediyor.","Home and studio of ""Painter of Light"" Sorolla. Andalusian style garden is peaceful.",low,4.8,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/museo_sorolla.jpg
Madrid,OTA,Museo de Historia de Madrid,Museum of the History of Madrid,Müze,Malasaña,"Muazzam barok kapısıyla ünlü bu müze, Madrid'in 1561'den günümüze kadar olan gelişimini haritalar, resimler ve objelerle anlatır.","Famed for its spectacular Baroque doorway, this museum chronicles the history of Madrid since it was chosen as the capital in 1561.",free,4.6,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/museo_de_historia_de_madrid.jpg
Madrid,OTA,Museo del Ferrocarril,Railway Museum,Müze,Arganzuela,"Eski bir tren istasyonunun içinde, buharlı lokomotiflerden eski vagonlara kadar raylı ulaşım tarihini keşfedebileceğiniz nostaljik bir yer.","Housed in the beautiful former Delicias station, this museum features a vast collection of historic locomotives and vintage railway cars.",medium,4.6,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/museo_del_ferrocarril.jpg
Madrid,OTA,Museo del Prado,Museo del Prado,Müze,Retiro,"Dünyanın en iyi resim koleksiyonlarından birine sahip, İspanya'nın en önemli sömürge dönemi sanatı müzesi.","One of the world's finest collections of European art, from the 12th century to the early 20th century.",medium,4.9,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/museo_del_prado.jpg
Madrid,OTA,Museo del Romanticismo,Museum of Romanticism,Müze,Malasaña / Chueca,"19. yüzyılın romantik yaşam tarzını yansıtan, dantele benzer dekorasyonu ve şık bahçesiyle kentin en duygusal ve güzel müzelerinden biri.","A beautifully preserved mansion showcasing the art and daily life of the Romantic period in Spain, complete with a charming secret garden cafe.",low,4.8,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/museo_del_romanticismo.jpg
Madrid,OTA,Musiu Bakery | Tartas Decoradas | Tartas Personalizadas,Musiu Bakery | Tartas Decoradas | Tartas Personalizadas,Kafe,C. de Toledo,El yapımı glutensiz ve şekersiz seçenekler. Kişiselleştirilmiş pastalar ve otantik lezzetler.,Handmade gluten-free and sugar-free options. Personalized cakes and authentic flavors.,medium,4.9,295,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/musiu_bakery_tartas_decoradas_tartas_personalizada.jpg
Madrid,OTA,Nini’s Bakery,Nini’s Bakery,Kafe,C. de San Bernardino,"Özel kahve çeşitleri ve ev yapımı lezzetleriyle tanınan, rahat atmosferi ile dikkat çeken bir kafe.",Popular bakery delivery service known for creamy cheesecakes and freshly baked cookies.,medium,4.9,54,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/ninis_bakery.png
Madrid,OTA,Norah Barrio Salamanca | Brunch Madrid,Norah Barrio Salamanca | Brunch Madrid,Yeme-İçme,C. de Padilla,"Akdeniz esintili, sağlıklı brunch tabakları ve deniz temalı dekoruyla huzurlu bir mekan.","Mediterranean-inspired brunch spot with charming decor, serving eggs benedict and specialty coffee.",medium,4.8,1915,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/norah_barrio_salamanca_brunch_madrid.jpg
Madrid,OTA,Nubra Coffee Roasters,Nubra Coffee Roasters,Kafe,C. de la Alameda,"Yüksek rakımlı bölgelerden gelen özel çekirdekleri kavuran, kahve severler için nitelikli bir deneyim.",Roaster from Himalayan Nubra valley! High altitude beans.,medium,4.9,93,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/nubra_coffee_roasters.jpg
Madrid,OTA,PASTORA – Café & Bottle Shop,PASTORA – Café & Bottle Shop,Kafe,Carrera de San Francisco,"Çoban kafe ve şişe dükkanı! Pastoral tema, doğal şaraplar.","Shepherd cafe and bottle shop! Pastoral theme, natural wines.",medium,4.8,490,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/pastora_cafe_and_bottle_shop.jpg
Madrid,OTA,Palacio Real,Palacio Real,Deneyim,Centro,"Palacio Real, Madrid'nin zengin tarihine tanıklık eden muhteşem bir yapı. Centro bölgesindeki bu anıtsal mekan, yüzyılların izlerini taşıyan mimarisi, özgün detayları ve kültürel önemiyle hem tarih tutkunlarını hem mimari severlerini büyülüyor.","Europe's largest royal palace. 3418 rooms! King doesn't live here, for official ceremonies.",medium,4.6,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/palacio_real.jpg
Madrid,OTA,Palacio de Santa Cruz,Santa Cruz Palace,Tarihi,Centro,"Plaza Mayor yakınındaki bu kırmızı tuğlalı muazzam bina, İspanya Dışişleri Bakanlığı'na ev sahipliği yapan tarihi bir saraydır.","A striking Habsburg-era red brick palace located near Plaza Mayor, currently used as the headquarters for the Spanish Ministry of Foreign Affairs.",free,4.5,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/palacio_de_santa_cruz.jpg
Madrid,OTA,Palacio de Velázquez (Retiro),Velazquez Palace,Müze,Retiro,"Retiro Parkı içindeki bu zarif bina, modern sanat sergilerine ev sahipliği yapan ve girişi ücretsiz olan büyüleyici bir galeridir.","A beautiful 1880s brick-and-tile palace in Retiro Park, now an annex of the Reina Sofía Museum hosting temporary contemporary art exhibitions.",free,4.7,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/palacio_de_velazquez_retiro.jpg
Madrid,OTA,Pampa Beef Parrilla Argentina,Pampa Beef Parrilla Argentina,Yeme-İçme,C. del Príncipe,Straightforward restaurant specializing in hearty Argentinian grilled beef dishes.,Straightforward restaurant specializing in hearty Argentinian grilled beef dishes.,low,4.8,5724,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/pampa_beef_parrilla_argentina.jpg
Madrid,OTA,Pan y Pepinillos Café,Pan y Pepinillos Café,Kafe,C. de El Escorial,"Ekmek ve turşu kafesi! Basit lezzetler, samimi ortam.","Bread and pickles cafe! Simple flavors, intimate setting.",medium,4.9,2329,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/pan_y_pepinillos_cafe.jpg
Madrid,OTA,Parque Enrique Tierno Galván,Tierno Galvan Park,Park,Arganzuela,"İçinde Madrid planetaryumunu barındıran, geniş yeşil alanları ve amfitiyatrosuyla kentin güneyinde yer alan modern bir park.","A modern park home to the Madrid Planetarium, famous for its amphitheater and open spaces that host outdoor movie screenings in the summer.",free,4.5,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/parque_enrique_tierno_galvan.jpg
Madrid,OTA,Parque del Capricho,Parque del Capricho,Park,Barajas,"Şehrin kalabalığından kaçış arayanlar için Parque del Capricho mükemmel bir sığınak. Barajas'daki bu yeşil vaha, botanik çeşitliliği, kuş gözlem noktaları ve mevsimlik çiçek bahçeleriyle her ziyarette farklı bir güzellik sunuyor.","For those seeking escape from the city's crowds, Parque del Capricho is a perfect sanctuary. This green oasis in Barajas offers different beauty each visit with its botanical diversity and seasonal flower gardens.",free,4.7,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/parque_del_capricho.jpg
Madrid,OTA,Parque del Oeste,Oeste Park,Park,Moncloa,"İçinde muazzam bir gül bahçesi ('La Rosaleda') ve Temple of Debod'u barındıran, kentin kuzeybatısındaki geniş ve yeşil park.","A sprawling park on the western edge of the city, famous for its grand Egyptian temple, lush rose gardens, and views over the Casa de Campo.",free,4.6,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/parque_del_oeste.jpg
Madrid,OTA,Pasaje de la Caja de Ahorros,Pasaje de la Caja de Ahorros,Tarihi,Centro,"Puerta del Sol'un çok yakınında, Madridlilerin bile bazen gözden kaçırdığı, şık dükkanları ve nostaljik havasıyla saklı bir pasaj.","A small and charming hidden passageway in central Madrid, offering a quiet shortcut and a peek into vintage commercial architecture.",free,4.4,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/pasaje_de_la_caja_de_ahorros.jpg
Madrid,OTA,Pastelería Fika Pâtisserie Madrid,Pastelería Fika Pâtisserie Madrid,Kafe,C. de Costa Rica,"İsveç Fika pastanesi Madrid'de! Scandinavian vibes, kahve molası.","Swedish Fika patisserie in Madrid! Scandinavian vibes, coffee break.",medium,4.9,266,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/pasteleria_fika_patisserie_madrid.jpg
Madrid,OTA,Planta Baja Cocktail Bar,Planta Baja Cocktail Bar,Bar,C/ del Marqués del Duero,"Zemin kat kokteyl barı! Underground vibes, gizli mekan.","Ground floor cocktail bar! Underground vibes, hidden venue.",medium,4.9,192,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/planta_baja_cocktail_bar.jpg
Madrid,OTA,Atocha,Atocha,Deneyim,Arganzuela,"Madrid'in en eski ve en büyük tren istasyonu. Ancak burayı özel kılan sadece ulaşım değil, eski bekleme salonunun ortasında yer alan 7.000'den fazla bitkiye ev sahipliği yapan devasa tropikal bahçesidir.","Madrid's oldest and largest railway station. More than a transport hub, it's famous for the massive tropical garden with over 7,000 plants inside its historic station hall.",free,4.6,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Estaci%C3%B3n_de_Atocha%2C_Madrid.jpg/1280px-Estaci%C3%B3n_de_Atocha%2C_Madrid.jpg
Madrid,OTA,Edificio Metrópolis,Edificio Metrópolis,Mimari,Centro,"Alcalá Caddesi ile Gran Vía'nın kesiştiği noktada yükselen, Madrid'in en ikonik binalarından biri. Siyah kubbesindeki altın varaklı detaylar ve tepesindeki Kanatlı Zafer heykeliyle şehrin silüetini süsler.","One of Madrid's most iconic buildings, standing at the intersection of Calle de Alcalá and Gran Vía. Famous for its black dome with gold leaf details and the Winged Victory statue on top.",free,4.8,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Edificio_Metr%C3%B3polis_02.jpg/1280px-Edificio_Metr%C3%B3polis_02.jpg
Madrid,OTA,Plaza Mayor,Plaza Mayor,Deneyim,Centro,"Her tarafı asırlık binalarla çevrili, Madrid'in en görkemli tarihi meydanı. 17. yüzyıldan beri kentin ana buluşma noktası.","Madrid's grand central square, surrounded by 400-year-old red buildings and frescoes. The pulse of the city's historic center.",low,4.6,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/plaza_mayor.jpg
Madrid,OTA,Plaza de Cibeles,Plaza de Cibeles,Tarihi,Centro,Milano'dan esintiler taşıyan heybetli saray binası ve ortasındaki ünlü çeşme ile kentin en güzel ve görkemli meydanlarından biri.,A majestic plaza featuring the iconic Cibeles Fountain and the stunning City Hall palace; a prime spot for celebratory gatherings.,free,4.7,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/plaza_de_cibeles.jpg
Madrid,OTA,Plaza de Colón,Colon Square,Tarihi,Salamanca/Centro,"Kristof Kolomb anısına adanmış, dünyanın en büyük İspanyol bayrağına ve devasa beton anıtlara ev sahipliği yapan modern görünümlü meydan.","A grand square dedicated to Christopher Columbus, featuring a colossal monument and one of the world's largest national flags.",free,4.5,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/plaza_de_colon.jpg
Madrid,OTA,Plaza de España,Plaza de España,Tarihi,Centro,"Şehrin buluşma noktası Plaza de España, yüzyıllardır Centro'nın merkezi olma özelliğini koruyor. Önemli etkinliklere ev sahipliği yapan, yerel halkın ve turistlerin kaynaştığı canlı bir meydan.",Cervantes monument and Don Quixote statue. Transformed into lush square with new landscaping.,free,4.5,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/plaza_de_espana.jpg
Madrid,OTA,Plaza de Olavide,Plaza de Olavide,Manzara,Chamberí,"Turistlerin pek bilmediği, Madridlilerin güneşli havalarda teraslarında oturup bir içki eşliğinde sohbet ettiği dairesel ve huzurlu bir meydan.","A local favorite in the heart of Chamberí, this circular pedestrian square is filled with terraces that are perfect for a sunny afternoon 'vermut.'",free,4.7,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/plaza_de_olavide.jpg
Madrid,OTA,Plaza de Oriente,Plaza de Oriente,Tarihi,Centro,"Kraliyet Sarayı ile Teatro Real arasında yer alan, Gotik İspanyol krallarının heykelleriyle süslenmiş görkemli meydan.","A monumental square fronting the Royal Palace, flanked by the Royal Theatre and filled with statues of early Spanish monarchs.",free,4.7,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/plaza_de_oriente.jpg
Madrid,OTA,Plaza de San Ildefonso,San Ildefonso Square,Manzara,Malasaña,"Malasaña'nın kalbinde yer alan, gençlerin ve yerlilerin teraslarında vakit geçirdiği, kentin en 'cool' ve samimi meydanlarından biri.","A small, atmospheric square in Malasaña that serves as the neighborhood's living room, perfect for people-watching from its many terrace bars.",free,4.7,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/plaza_de_san_ildefonso.jpg
Madrid,OTA,Plaza de Santa Ana,Plaza de Santa Ana,Kafe,Huertas,"Huertas'ın kalbinde, tiyatrolar, şık kafeler ve Federico García Lorca heykeliyle çevrili kentin en sosyal meydanlarından biri.","A hub of social life surrounded by cafes, restaurants, and the historic Teatro Español, known for its sunny terraces and literary street atmosphere.",free,4.7,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/plaza_de_santa_ana.jpg
Madrid,OTA,Plaza de la Villa,Plaza de la Villa,Tarihi,Centro,Madrid'in ortaçağ dokusunu en iyi koruyan meydanı. 15. yüzyıldan kalma binaları ve eski belediye binasıyla tam bir tarih yolculuğu.,"A picturesque square that takes you back to medieval Madrid, featuring the oldest municipal building in the city and beautiful brick facades.",free,4.7,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/plaza_de_la_villa.jpg
Madrid,OTA,Plaza del Dos de Mayo,Dos de Mayo Square,Manzara,Malasaña,"Malasaña'nın kalbi dendiğinde akla gelen ilk yer. Çocuk parkları, teraslar ve bağımsızlık savaşının anısını taşıyan heykeliyle hep canlı.","The beating heart of Malasaña, a social square legendary for its role in the 1808 uprising and now the city's favorite spot for an outdoor beer.",free,4.7,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/plaza_del_dos_de_mayo.jpg
Madrid,OTA,Plaza del Humilladero,Humilladero Square,Yeme-İçme,La Latina,"La Latina mahallesinin girişinde yer alan, pazar günleri Rastro sonrası tapas için Madridlilerin en sevdiği buluşma noktalarından biri.","A lively gateway to the La Latina neighborhood, bustling with energy on Sundays when the 'Rastro' market-goers flock here for afternoon drinks.",free,4.6,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/madrid/plaza_del_humilladero.jpg
